"sen_id";"sen_hash";"sen_quotes";"sen_maj";"sen_words";"sen_sentence";"sen_en_p";"sen_en_o";"sen_en_full";"sen_checked";"sen_checked_date"
"4113";"d838c58e4346bce8e8bb299844f0de5c";"0";"0";"13";"La bagarre a fait plusieurs dizaines de blessés, dont un en état grave";"0";"0";"0";"1";"2019-07-29 11:08:17"
"4115";"33d5b8e1e941b172c0fad6433daf034b";"0";"1";"15";"L’exemple le plus cité est sans nul doute celui de la Suède, et pour cause";"0";"0";"1";"1";"2019-07-29 11:08:31"
"4116";"7639d24dc9288d5884594a73157ead2b";"0";"0";"22";"La démission y est considérée comme une réponse normale à une accusation sérieuse de violation de la loi ou des normes éthiques";"0";"0";"0";"1";"2019-07-29 11:08:33"
"4117";"b586f7e414ab8f60962083c08a7d7f57";"0";"1";"20";"Plus récemment, des parlementaires suédois ont été soupçonnés de s’être fait rembourser des déplacements privés sur le budget du Parlement";"0";"1";"1";"1";"2019-07-29 11:31:09"
"4119";"90f2556777e62dbf0be711f219143649";"0";"5";"28";"Echappé matinal et vainqueur récidiviste après Bagnères-de-Bigorre trois jours plus tôt, Simon Yates compense la faillite de son frère, Adam, avec une troisième victoire d’étape pour la Mitchelton-Scott";"1";"1";"1";"1";"2019-07-29 11:09:53"
"4120";"3a012b767087d2ac5c3a274309e2af41";"0";"4";"15";"Il résiste aux favoris dans la dernière montée, dynamitée par Mikel Landa puis Thibaut Pinot";"1";"1";"1";"1";"2019-07-29 11:09:55"
"4121";"625f3a30410948901a22245d55316555";"0";"2";"16";"L’armure jaune de Julian Alaphilippe s’est fendillée, et les écarts se resserrent en haut du classement";"1";"1";"1";"1";"2019-07-29 11:09:58"
"4122";"8c9e4b1c48cbf2c3f21f25f3e47d7f72";"0";"2";"14";"Thibaut Pinot en train d’exploser de joie intérieurement, le 21 juillet au Prat d’Albis";"1";"1";"1";"1";"2019-07-29 11:10:23"
"4123";"810abb5a1b3aa807c9e5fc775dd9cab4";"0";"0";"14";"Pas moins de six enquêtes ont été ouvertes, dont quatre sont toujours en cours";"0";"0";"0";"1";"2019-07-29 11:10:27"
"4124";"af12ef209fb4417deca437e94cfe6a26";"0";"1";"17";"Le Parlement suédois a déjà annoncé qu’il allait réformer son système de contrôle des frais de mandat";"0";"1";"1";"1";"2019-07-29 11:10:29"
"4125";"75ba454508b2a86b4b52dc78f8f64289";"0";"1";"14";"En clair, en Suède, la démission est souvent la règle pour désamorcer un scandale";"0";"0";"1";"1";"2019-07-29 11:10:38"
"4126";"19e84d886160b313fea9b312ade9c00b";"0";"1";"6";"Scènes de chaos inédites à Hongkong";"0";"0";"1";"1";"2019-07-29 11:10:44"
"4127";"4702d208c9dbb7da5b60f0a7ef5a21c0";"0";"3";"26";"M. : Est-il possible que la Chine ait – volontairement – tenté d’envenimer la situation en envoyant des forces de l’ordre-volontaires pour forcer le Parlement ?";"1";"1";"1";"1";"2019-07-29 11:11:20"
"4128";"64aa46d29483d2cb3b6b627b6db13a88";"0";"2";"27";"F. de C. : Il y a des rumeurs sur la motivation et l’origine de certains agitateurs, mais je ne suis pas en mesure de les vérifier";"1";"1";"1";"1";"2019-07-29 11:11:21"
"4129";"677724da4816ddbf64500009453e7150";"0";"1";"14";"Elle sert généralement de fusible pour protéger le parti et le Parlement de l’opprobre";"0";"1";"1";"1";"2019-07-29 11:11:37"
"4130";"ab417eeb1a8848e659e6310f49c58c8d";"0";"0";"10";"Si la personne est évincée, l’institution peut espérer être préservée";"0";"0";"0";"1";"2019-07-29 11:11:40"
"4131";"14823d64e0a854bc55855a3079356b0a";"0";"0";"6";"Ligne rouge à ne pas franchir";"0";"0";"0";"1";"2019-07-29 11:11:41"
"4132";"518880ebd681443bfa925b4018ec68d7";"0";"0";"5";"En revanche, ça rapporte plus";"0";"0";"0";"1";"2019-07-29 11:11:41"
"4133";"8d100362503b3fd0083fbeda9890b348";"0";"4";"26";"Contrairement à la veille, Thibaut Pinot n’a pas gagné dimanche, la faute à Simon Yates, mais il a gagné quand même, plus encore que la veille";"1";"1";"1";"1";"2019-07-29 11:11:43"
"4134";"e7bb819c1c98e6521048b20e9e266ba3";"0";"0";"36";"Un policier avait été pris en flagrant délit d’une tentative de ce type lors du siège du quartier général de la police vendredi 21 juin, mais les manifestants, trouvant son comportement étrange, l’ont identifié et dénoncé…";"0";"0";"0";"1";"2019-07-29 11:11:49"
"4135";"25a7881fbed70493903803397e019b94";"0";"0";"15";"C’est la conviction que l’institution et les fonctions sont plus importantes que les élus eux-mêmes";"0";"0";"0";"1";"2019-07-29 11:11:52"
"4136";"c54f5091b7f1e48eb92320a8fd177bf1";"0";"2";"35";"D’après plusieurs députés de l’opposition qui se sont rendus sur place, dont Lam Cheuk-ting qui a été blessé au visage, la lenteur de la police à intervenir a permis aux mafieux de faire d’énormes dégâts";"1";"1";"1";"1";"2019-07-29 11:31:13"
"4138";"7922c15225e544b77a30e6b3b508f816";"0";"2";"10";"La démission de François de Rugy prend de court l’exécutif";"1";"1";"1";"1";"2019-07-29 11:31:15"
"4139";"d3176123c907d16805cd0ae72cf6d0c1";"0";"2";"15";"LD : Quelle est votre analyse du déploiement de l’ancien drapeau colonial au Legco ?";"1";"1";"1";"1";"2019-07-29 11:31:20"
"4140";"54cf7a7c39861384497a1f6ae2b924b2";"0";"0";"8";"Véritable soutien à la réunification, provocation délibérée ?";"0";"0";"0";"1";"2019-07-29 11:23:08"
"4141";"cf01895f7830d59fee8d2c43a346ad6f";"0";"2";"26";"F. de C. : C’est avant tout de la provocation, à mon avis, mais une provocation qui a certainement son effet sur le gouvernement central chinois…";"1";"1";"1";"1";"2019-07-29 11:23:14"
"4143";"8fc3a704f44249893cc4162150b47f36";"0";"0";"11";"Toutefois, même parmi les pays nordiques, l’intransigeance suédoise fait figure d’exception";"0";"0";"0";"1";"2019-07-29 11:31:33"
"4144";"3ce3f2651c1959647f88606477bccc76";"0";"5";"23";"Voyez donc : Pinot a gratté respectivement 55 et 24 secondes à Geraint Thomas et Egan Bernal dimanche, contre 46 et 18 samedi";"1";"1";"1";"1";"2019-07-29 11:31:31"
"4145";"89d090136de711f741d0fcb27dfbb7d8";"0";"0";"30";"Faites l’addition : il est permis de considérer que la minute quarante abandonnée dans la bordure sur la route d’Albi, lors de la 10e étape, relève bientôt du mauvais souvenir";"0";"0";"1";"1";"2019-07-29 11:31:42"
"4146";"36e17235aafe27ecd7e7b39a0cdeb781";"1";"1";"27";"Les jours sont peut-être comptés pour la complainte à la mode, qui dit : « Mais t’imagines, s’il n’avait pas été pris dans la bordure ? »";"0";"0";"0";"1";"2019-07-29 11:31:58"
"4147";"d4c648a45d2bafd2e13df430978f36fe";"0";"1";"15";"Tour de France 2019 : le classement général et des maillots vert, à pois, blanc…";"0";"1";"1";"1";"2019-07-29 11:32:03"
"4148";"ef0b0b0cd945295174c145849f2c844b";"0";"3";"31";"L’idée de l’indépendance de Hongkong est devenue un tabou depuis le discours du président chinois Xi Jinping, le 1er juillet 2017, qui a parlé de ligne rouge à ne pas franchir";"1";"1";"1";"1";"2019-07-29 11:32:08"
"4149";"6ce3b202b4acbe4b25b5ba9c12590884";"0";"2";"17";"Le seul parti indépendantiste reconnu, le Parti national de Hongkong, a d’ailleurs été interdit en septembre 2018";"0";"1";"1";"1";"2019-07-29 11:32:13"
"4150";"60291cb5d66b77fc66be4121495e8fe6";"0";"0";"7";"Les menaces chinoises galvanisent les indépendantistes taïwanais";"0";"0";"0";"1";"2019-07-29 11:32:15"
"4151";"e1a0b50f69c52e464f492e079c32f3d4";"0";"3";"24";"Julien12 : Quelle est la probabilité que l’armée chinoise finisse par entrer à Hongkong pour écraser une insurrection comme à Pékin en 1989 ?";"1";"1";"1";"1";"2019-07-29 11:32:29"
"4152";"e3618edd36e11e0e89b25ff8756de27e";"0";"1";"16";"Ce serait une décision de Pékin, dont il est difficile d’anticiper les intentions et les pensées";"0";"1";"1";"1";"2019-07-29 11:32:34"
"4153";"da92ac1f5152c3ade4b23a245759f5c7";"0";"2";"15";"Cette perspective grignotera fatalement le cerveau de la bande à Pinot à l’approche des Alpes";"1";"1";"1";"1";"2019-07-29 11:32:43"
"4154";"85916e303ba4e4c42f6f163b85ea3b86";"0";"3";"18";"En Norvège, un parlementaire, Mazyar Keshvari, est soupçonné depuis décembre 2018 d’avoir abusé de ses crédits de déplacement";"1";"1";"1";"1";"2019-07-29 11:32:46"
"4155";"b5c2514f9c9abaa3365d634b39c7b80b";"0";"2";"11";"Des manifestants forcent l’entrée du Parlement, le 1er juillet à Hongkong";"0";"1";"1";"1";"2019-07-29 11:32:56"
"4156";"f67012edfe56d67aef5dc339ff9f548b";"0";"0";"30";"S’il a présenté ses excuses et a été suspendu de ses fonctions au sein du parti, l’usage veut que l’on attende les résultats de l’enquête pour lui demander de démissionner";"0";"0";"0";"1";"2019-07-29 11:33:36"
"4157";"c6a717b3c5bab54fc0767e7008f507f3";"0";"1";"14";"Au Royaume-Uni, si les choses évoluent, la culture n’est pas celle de la démission";"0";"0";"1";"1";"2019-07-29 11:33:40"
"4159";"4bd90db229faa5521e55bd04d504de81";"0";"0";"9";"Réagissez ou consultez l’ensemble des contributions Édition du jour";"0";"0";"0";"1";"2019-07-29 11:33:42"
"4161";"6bf228d0b4892940ed1def6c1f1f370c";"0";"4";"18";"Tour de France 2019 : Thibaut Pinot grapille du temps, Alaphilippe cède du terrain mais reste en jaune";"1";"1";"1";"1";"2019-07-29 11:12:35"
"4162";"6e673b259cb0976a0abf7d8cd67f5e4e";"0";"5";"25";"THOMAS PETER / REUTERS yobon : Est-ce que l’usage de la force à Hongkong est moins facile que dans le reste de la Chine ?";"1";"1";"1";"1";"2019-07-29 11:12:49"
"4166";"6d39965a92313f1372ac66d9a4a09e16";"0";"1";"25";"Il n’est pas dans les habitudes de la Chambre des communes de réclamer la démission des parlementaires, notamment parce que cela nécessite l’organisation d’élections partielles";"0";"1";"1";"1";"2019-07-29 11:33:51"
"4167";"b881c11d371bc46c90bafe67a2e1d6dd";"0";"2";"14";"La motivation sera une chose, les jambes de Thibaut Pinot en seront deux autres";"1";"1";"1";"1";"2019-07-29 11:13:16"
"4168";"8766503a0af7b03e141db90f41710cb7";"0";"1";"22";"La Chambre basse britannique privilégie plutôt des sanctions en cas de violation des règles, allant de l’excuse publique à la suspension temporaire";"0";"1";"1";"1";"2019-07-29 11:13:19"
"4169";"aac453fc56bc6ec7e7a1658a2303d613";"0";"2";"13";"F. de C. : C’est sans doute une question de culture et d’usage";"1";"1";"1";"1";"2019-07-29 11:13:23"
"4170";"4767867892c257938ca09e8762502de1";"0";"0";"17";"Depuis les années 1980, la police a eu une réputation formidable, servie et soutenue par le cinéma";"0";"0";"0";"1";"2019-07-29 11:33:53"
"4171";"0fff6b59cce9d538b797c7d6e8b1061f";"0";"0";"24";"Cette procédure est différente du référendum révocatoire proposé lors du grand débat national car elle ne concerne que les cas d’atteinte à la probité";"0";"0";"0";"1";"2019-07-29 11:33:55"
"4172";"fe94f8cb1e8ffd366739a9ad0a41494b";"0";"0";"9";"L’accompagneront-elles toujours dans les ascensions vertigineuses qui arrivent ?";"0";"0";"0";"1";"2019-07-29 11:33:58"
"4174";"c25da1e8f0d25d820727f1b2f9fed937";"0";"0";"6";"Il n’a d’ailleurs jamais été utilisé";"0";"0";"0";"1";"2019-07-29 11:34:03"
"4175";"4c242ec04697f3886e9406bc1d13dfc6";"0";"2";"36";"Cette loi est l’une des conséquences du scandale des notes de frais qui a secoué le Royaume-Uni en 2009 et a forcé le président de la Chambre à la démission, pour la première fois depuis 1695";"0";"1";"1";"1";"2019-07-29 11:34:15"
"4176";"fe13642575b6bb652877b58c56e40be2";"0";"1";"12";"Hongkong : l’évolution de la contestation vers la violence profite à Pékin";"0";"1";"1";"1";"2019-07-29 11:13:39"
"4181";"4de6974675bd5384a0e3bd4034f8ea6e";"0";"2";"17";"Julien12 : Allons-nous voir une nouvelle vague d’émigration des Hongkongais, comme avant la rétrocession de 1997 ?";"1";"1";"1";"1";"2019-07-29 11:34:27"
"4182";"987c9edc1f9e9f082f4eb21dad87d731";"0";"0";"7";"Et ça se boit avec quoi ?";"0";"0";"0";"1";"2019-07-29 11:34:33"
"4183";"f05ef0d8a402fdbdbff7587e238e99f3";"0";"3";"29";"L’autre réforme qui a suivi cette affaire est la création de l’Independent Parliamentary Standards Authority (IPSA), une autorité indépendante qui verse les indemnités des parlementaires et contrôle leurs dépenses";"0";"1";"1";"1";"2019-07-29 11:34:39"
"4184";"9dd09761e39c735e46e965d209c92f1b";"0";"1";"16";"Le Royaume-Uni, pays des règles non écrites, semble se convertir petit à petit aux normes écrites";"0";"0";"1";"1";"2019-07-29 11:13:51"
"4185";"757879a5a6cfb9f7852fe8185c7d3e2e";"0";"0";"23";"Ce rapide tour d’Europe montre que la question de la démission des responsables politiques est complexe et qu’il n’existe pas de réponse univoque";"0";"1";"1";"1";"2019-07-29 11:13:53"
"4186";"ce545734fd507c2a10410d5f5af386ed";"0";"0";"19";"Il est important de penser la démission comme un élément d’un système plus large de transparence et de déontologie";"0";"0";"0";"1";"2019-07-29 11:13:55"
"4187";"2565573e303b01ec9330a7af0cbdd735";"0";"0";"19";"La culture de la démission suédoise s’explique en partie par la préférence pour les sanctions politiques plutôt que juridiques";"0";"0";"0";"1";"2019-07-29 11:13:56"
"4188";"30890a32b479b104621989f294f44027";"0";"0";"10";"De même se comprend-elle à l’aune du mode de scrutin";"0";"0";"0";"1";"2019-07-29 11:13:58"
"4189";"19350b6427bef577155f006c093122b4";"0";"0";"14";"Mais les gens vous disent aussi beaucoup qu’il faut être riche pour pouvoir émigrer…";"0";"0";"0";"1";"2019-07-29 11:14:01"
"4191";"cd583626db95fbb7c04657c071053f89";"0";"1";"8";"Le barème Macron est-il conforme au droit européen?";"0";"0";"1";"1";"2019-07-29 11:14:32"
"4192";"0ad3bd09c330aa5c7bdd0e7181ce7f9d";"0";"0";"25";"Le scrutin de liste suédois, par opposition au scrutin uninominal français ou britannique, facilite sans doute le recours à la démission, en dépersonnalisant la politique";"0";"0";"0";"1";"2019-07-29 11:14:48"
"4193";"12cd079d32d2f5b3cb6f490deac9eb77";"0";"0";"26";"Si elle semble un outil efficace contre l’impunité, la démission des responsables politiques n’est pas une fin en soi car elle peut fragiliser l’exercice des responsabilités";"0";"0";"0";"1";"2019-07-29 11:14:49"
"4194";"c7a3afdc3be80aac2bf803b025cc80ca";"0";"1";"27";"Les véritables questions posées ici sont davantage celles de la transparence budgétaire du Parlement et de la perfectibilité de l’encadrement du train de vie de nos élus";"0";"1";"1";"1";"2019-07-29 11:15:01"
"4195";"476ead40f2f6ff3ad4f0d0cb3e9a6e4c";"0";"3";"14";"Sofia Wickberg est doctorante à Sciences Po et membre de l’Observatoire de l’éthique publique";"1";"1";"1";"1";"2019-07-29 11:14:59"
"4196";"6422ffafb236233144b4d42c1f9a370f";"0";"2";"23";"Chaque vendredi dès 9 heures, vous y retrouverez nos contenus sur la vie intellectuelle et une sélection de tribunes publiées dans Le Monde";"0";"1";"1";"1";"2019-07-29 11:15:08"
"4199";"0c82e9409d225a82a3a02559e17835f2";"0";"2";"23";"F. de C. : La réalité des deux systèmes est une évidence que l’on constate dans n’importe quel détail de la vie quotidienne";"1";"1";"1";"1";"2019-07-29 11:15:13"
"4200";"c537d71c9ca488df64df487aa029da5c";"0";"1";"10";"La Cour de cassation rendra son avis le 17 juillet";"0";"1";"1";"1";"2019-07-29 11:15:18"
"4201";"f7ff409561524e25bd1c4225eeb8d533";"0";"0";"11";"Le plafonnement des indemnités prud'homales est-il conforme au droit européen ?";"0";"0";"0";"1";"2019-07-29 11:15:21"
"4202";"3d9985eeb513082cf38cb4aefa66165d";"0";"3";"14";"Clément : La situation a-t-elle évolué concernant une éventuelle démission de Carrie Lam ?";"1";"1";"1";"1";"2019-07-29 11:15:27"
"4203";"746c490a547a19764c953048ea0f8e08";"0";"5";"26";"F. de C. : Une éventuelle démission de Carrie Lam serait décidée par Pékin et il est peu probable qu’elle intervienne aussi proche de la crise";"1";"1";"1";"1";"2019-07-29 11:15:30"
"4206";"1b8e9e882f2b152aeeff2e783f07dcad";"0";"1";"14";"Ce serait accréditer un nouveau mode de démocratie qui fait horreur à la Chine";"0";"0";"1";"1";"2019-07-29 11:15:46"
"4207";"30e3e9151be1fb096c23bcf966b1aa5e";"0";"1";"12";"La Cour de cassation se penchait ce lundi sur cette épineuse question";"0";"1";"1";"1";"2019-07-29 11:15:48"
"4208";"2c8cf965976480c3358bc40bd710034a";"0";"2";"24";"Une nouvelle manche se jouait ce lundi 8 juillet entre les pourfendeurs et défenseurs du barème Macron, cette fois devant la Cour de cassation";"0";"1";"1";"1";"2019-07-29 11:15:54"
"4209";"84c95eef8c69f0c4ce5882e499520257";"0";"2";"31";"Saisie par les conseils de Louviers et de Toulouse, la plus haute juridiction doit rendre son avis sur sa conventionnalité (ou non) et mettre ainsi fin à des mois de polémique";"0";"1";"1";"1";"2019-07-29 11:16:09"
"4211";"0a130e67ce925701cd029a2cb859e035";"0";"0";"26";"Un salarié ayant, par exemple, travaillé trois ans dans l'entreprise ne peut toucher plus de quatre mois de salaire brut si son licenciement est reconnu abusif";"0";"0";"0";"1";"2019-07-29 11:17:06"
"4212";"9c34f9fc5bc4f830671926c014d5d0d9";"0";"0";"17";"Après 30 ans ou plus d'ancienneté, le montant maximum est désormais bloqué à 20 mois de salaire";"0";"0";"0";"1";"2019-07-29 11:17:06"
"4213";"93853df5f25aa071849b867945d7d845";"0";"0";"11";"Depuis quelques mois, un vent de fronde souffle sur les prud'hommes";"0";"0";"0";"1";"2019-07-29 11:17:08"
"4214";"6df0585892f5d9b77c12db41cd332f6c";"0";"0";"16";"Une quinzaine d'entre eux, mais aussi un juge professionnel (juge départiteur), ont refusé d'appliquer ce barème";"0";"0";"0";"1";"2019-07-29 11:17:09"
"4221";"860795b6aaa73d211a258d4473273ef1";"0";"1";"17";"Le 13 décembre 2018, le conseil des prud'hommes de Troyes a ouvert la voie à la révolte";"0";"1";"1";"1";"2019-07-29 11:34:56"
"4222";"cbbb9bbd8c899a794234819447ea9d16";"0";"0";"22";"Dans cinq décisions, ils ont accordé des sommes supérieures à celles fixées par le barème, suivant les requêtes des avocats des salariés";"0";"0";"0";"1";"2019-07-29 11:35:00"
"4223";"6681640b28904ded47d97d9a54140fa2";"0";"1";"7";"Deux textes dont la France est signataire";"0";"0";"1";"1";"2019-07-29 11:35:05"
"4224";"36ce051e9725ab40a3712d4ea4e02bf0";"0";"2";"20";"A la suite des grandes manifestations de 2003, le premier chef de l’exécutif, Tung Chee-hwa a (été) démissionné en 2005";"1";"1";"1";"1";"2019-07-30 16:27:24"
"4225";"4da80facb7d242ba1f2e8c2149946c1f";"0";"0";"10";"Heureusement qu’on ne prenait pas le volant tout de suite";"0";"0";"0";"1";"2019-07-29 11:35:39"
"4229";"0f245945547a53128c0cb3ffc5144402";"0";"0";"30";"Dans l'une des affaires, un salarié ayant trois ans d'ancienneté s'est vu octroyer neuf mois de salaire, quand, selon le barème, il n'aurait dû en toucher que quatre au maximum";"0";"0";"0";"1";"2019-07-29 11:36:53"
"4230";"9c25f869d4237c146acc1ee423fca5dc";"0";"0";"25";"Les deux conseillers salariaux et deux conseillers patronaux ont estimé que l'âge du salarié (55 ans) constituait un frein majeur pour retrouver un emploi facilement";"0";"0";"0";"1";"2019-07-29 11:36:53"
"4231";"fbc629a20ea539eb50b7e351732339cb";"0";"0";"8";"""Est-ce que les indemnités réparent le préjudice ?";"0";"0";"0";"1";"2019-07-29 11:36:55"
"4232";"37aa4231e88f8ffb0153c6980df19b1b";"0";"3";"31";"C'est la question que l'on doit se poser, expliquait Patrick Huart, président du conseil des prud'hommes de Troyes (CFDT) devant l'Ajis (Association des journalistes de l'information sociale) le 7 juin dernier";"1";"1";"1";"1";"2019-07-29 11:36:57"
"4233";"e2eb628dd8d4f219d70db443b1cfb218";"0";"0";"14";"Quand les salariés n'ont que deux ou trois ans d'ancienneté, le plafonnement pose problème";"0";"0";"0";"1";"2019-07-29 11:36:58"
"4234";"aeaf5f30fcb4d682409867387547c941";"0";"0";"17";"En l'appliquant, les juges prud'homaux estiment que leur libre appréciation du préjudice est réduite, d'où leur colère";"0";"0";"0";"1";"2019-07-29 11:37:02"
"4235";"c8fe00fa0ce3d79dbeafe057c003fdb4";"0";"2";"26";"""Que vous ayez 26 ou 50 ans, que vous soyez cadre sup à Paris ou employé dans la Creuse, le barème s'applique de la même façon";"0";"0";"1";"1";"2019-07-29 11:37:19"
"4242";"a9d2050b77693d93d87e7c17d76bd34c";"0";"3";"18";"La chef de l’exécutif de Hongkong, Carrie Lam, lors des cérémonies d’anniversaire de la rétrocession, le 1er juillet";"1";"1";"1";"1";"2019-07-29 11:37:32"
"4243";"ce2c34c85fc0ee6190a59a2bf7437527";"0";"0";"12";"Or, les conditions de retour à l'emploi ne sont pas les mêmes";"0";"0";"0";"1";"2019-07-29 11:37:34"
"4244";"755168fde83464cce5e1a01af35290ad";"0";"3";"38";"Si vous êtes obligé d'aller travailler à 200 km de chez vous, ce n'est pas tout à fait la même chose que si vous retrouvez un poste en trois jours"", s'emporte Frédéric Paré, conseiller prud'hommes de Paris (CGT)";"1";"1";"1";"1";"2019-07-29 11:37:36"
"4245";"3a5a3be74da0470f33119a0ad422ad42";"0";"0";"5";"La polémique n'est pas nouvelle";"0";"0";"0";"1";"2019-07-29 11:37:39"
"4246";"5b6d8d46b277e366cda1db765d324dc8";"0";"0";"10";"Dès sa promulgation, le barème avait suscité de vifs débats";"0";"0";"0";"1";"2019-07-29 11:37:40"
"4247";"4a64026197fc0a18a91cf86fea0011a9";"0";"2";"10";"Saisis, le Conseil constitutionnel et le Conseil d'État l'avaient validé";"0";"1";"1";"1";"2019-07-29 11:37:45"
"4248";"bd2b280cc820b50b0bf7a2d06550bbfa";"0";"3";"35";"Suffisant pour Christian Degny, président du conseil des prud'hommes de Rennes (Medef), qui considère qu'il n'y a pas débat : ""Le législateur a fait une loi, il n'appartient pas au juge de ne pas l'appliquer";"1";"1";"1";"1";"2019-07-29 11:37:48"
"4250";"bf17d947e7b6191c340afa7efda728df";"0";"4";"34";"Un avis partagé par Stéphane Béal, avocat au cabinet Fidal, conseil en entreprise: ""Ce débat n'existe qu'en France, alors que le barème existe dans une majorité des pays signataires de la charte de l'OIT";"1";"1";"1";"1";"2019-07-29 11:38:14"
"4251";"1189048f5bfeeeec34f0f5bd379de3f4";"0";"3";"13";"Pascal D. : Les manifestants veulent-ils l’indépendance de Hongkong, sans oser l’affirmer ?";"1";"1";"1";"1";"2019-07-29 11:38:19"
"4252";"bb9a6a09c91f0049d934b81583c396de";"0";"2";"17";"Sam : Quel est l’état de l’opinion publique hongkongaise à la suite de l’incident du Legco ?";"1";"1";"1";"1";"2019-07-29 11:38:25"
"4253";"3a91b4f80620d9f104c1f9639ce90f20";"0";"3";"10";"A Hongkong, l’opposition désigne Carrie Lam coupable de la crise";"1";"1";"1";"1";"2019-07-29 11:38:28"
"4254";"db2572c5158627adc6a0c95edf9fa905";"0";"3";"12";"Rv : Comment Taïwan suit-il ce qui se passe à Hongkong ?";"1";"1";"1";"1";"2019-07-29 11:38:33"
"4255";"82f15c85f1e3f7d9bcf1e7c886f17180";"0";"2";"9";"La Chine veut faire de Hongkong son modèle d’intégration…";"0";"0";"1";"1";"2019-07-29 11:38:42"
"4256";"541e6288174b7cfeb70c19ba12daa26d";"0";"2";"15";"Pour le moment, la Chine a tout intérêt à maintenir à Hongkong toutes ses exceptions";"0";"0";"1";"1";"2019-07-29 11:39:08"
"4264";"9a31d3127c4d606957a9e6e9bfef085b";"0";"1";"6";"L'aéronautique continue de recruter au Québec";"0";"0";"1";"1";"2019-07-29 11:40:49"
"4266";"08dd827b82434bec4c5db5fe6dfd445d";"0";"1";"11";"Le fabricant de simulateurs de vol CAE propose des emplois qualifiés";"0";"1";"1";"1";"2019-07-29 11:41:02"
"4267";"b297cfc1809405d20079939602a3e122";"0";"1";"13";"Malgré les déboires de Bombardier, le secteur reste en quête de main d'oeuvre";"0";"1";"1";"1";"2019-07-29 11:41:05"
"4268";"2100010d19e65be28992b1550a76bfcb";"0";"2";"15";"Sans son Etat de droit, Hongkong ne serait pas le centre financier international qu’il est";"0";"0";"1";"1";"2019-07-29 11:41:20"
"4269";"1c4294841f50825a243673477391b09a";"0";"1";"11";"Hongkong rend beaucoup de services à la Chine par ses différences";"0";"1";"1";"1";"2019-07-29 11:41:38"
"4270";"79b9bfc7e66d85b15e7e58042b4f6bf1";"0";"3";"32";"Mais la part de Hongkong dans l’économie chinoise s’est considérablement réduite, et on voit la région du sud de la Chine se développer sur des secteurs stratégiques beaucoup plus vite que Hongkong…";"0";"0";"1";"1";"2019-07-29 11:41:47"
"4271";"fb7b29349b6d437997826e029638d25c";"0";"1";"12";"Lemoussaillon : J’ai entendu parler d’une manifestation pro-Pékin qui s’est tenue dimanche";"1";"1";"1";"1";"2019-07-29 11:42:00"
"4272";"1d0dbaa84454516736661308dd8ed200";"0";"1";"15";"Et quel est le rapport de force au sein de la population Hongkongaise actuellement ?";"0";"1";"1";"1";"2019-07-29 11:42:21"
"4273";"9bbc07a434a8eea1d29a888678dbbb6a";"0";"0";"12";"Il y a eu une grande manifestation de partisans pro-Pékin dimanche après-midi";"0";"0";"0";"1";"2019-07-29 11:42:24"
"4274";"e99733daab36ad003aae75c80f18b1d5";"0";"1";"12";"Le thème était le soutien à la force de police de Hongkong";"0";"0";"1";"1";"2019-07-29 11:42:29"
"4275";"10f3d1038da38b159430668d89f77710";"0";"1";"14";"Des projets d'investissement ont ainsi été annoncés en marge du dernier salon du Bourget";"0";"1";"1";"1";"2019-07-29 11:42:40"
"4276";"89302385c284f3c05c5339e294b9076c";"0";"2";"29";"En novembre dernier, le secteur aéronautique a connu une onde de choc lorsque le fleuron local, Bombardier, a annoncé la suppression de 5000 emplois, dont la moitié au Québec";"0";"1";"1";"1";"2019-07-29 11:42:45"
"4278";"40f26429160a63a9f4b8eeee4bc51801";"0";"0";"5";"Pour nous, il est conforme";"0";"0";"0";"1";"2019-07-29 11:42:48"
"4280";"98a0e7b73f4c01092a306f12ad2ad67e";"0";"2";"18";"Les Chinois continentaux ont le droit d’immigrer à Hongkong selon un quota établi de 150 personnes par jour";"0";"0";"1";"1";"2019-07-29 11:43:36"
"4282";"bf9bee453e332a5ef2daa9f67d6dbdd3";"0";"2";"18";"Cette annonce faisait suite à la vente de son programme d'avions CSeries à Airbus, plus tôt dans l'année";"0";"1";"1";"1";"2019-07-30 16:27:30"
"4283";"6b2a6eefe09bc612547087d466e18a7f";"0";"0";"27";"En apparence, la contestation ne semble pas inquiéter les patrons, mais elle embarrasse le gouvernement, qui avait ""vendu"" le barème comme une ""sécurisation juridique"" pour les employeurs";"0";"0";"0";"1";"2019-07-30 16:16:16"
"4284";"c727d581ea5ab32a36224fb69777cfe4";"0";"2";"7";"La mesure est chère à Emmanuel Macron";"1";"1";"1";"1";"2019-07-29 11:43:42"
"4286";"d3f8c45590b4dcd38bfc50b9f2d54050";"0";"0";"12";"Selon l'organisme, 30 000 postes devront être pourvus d'ici à dix ans";"0";"0";"0";"1";"2019-07-29 11:43:54"
"4287";"9dcc47ebb45b6c72259ee9928e72aa53";"0";"0";"28";"Ils ne restent pas forcément tous pro-Pékin en découvrant les libertés hongkongaises, mais ils ont sûrement un sens patriotique et une loyauté plus forts que les citoyens hongkongais";"0";"0";"0";"1";"2019-07-29 11:43:56"
"4288";"a886d9315313ed3f5d64fc9212eff943";"0";"2";"18";"Une très grande partie de la population de Hongkong est arrivée de Chine il y a plusieurs générations";"0";"0";"1";"1";"2019-07-29 11:44:13"
